Distributor ASI Number,Supplier ASI Number,Freight,Invoice No,Invoice Date,Supplier Sales Order No,Final Bill Code,Distributor Purchase Order Number,Distributor Name,Distributor Address,Distributor City,Distributor State,Distributor Zip,Supplier Name,Supplier Address,Supplier City,Supplier State,Supplier Zip,Ship To Name,Ship To City,Ship To State,Ship to Zip,Product (item) Number,Product Description,Quantity Shipped,Unit Price,Unit of Measure,Item Extended Price,Invoice Note,Terms,Ship Via,Actual Ship Date,Total Invoice Tax Amount,Total Invoice Amount,
356000,48500,3.00,SAJ/2017/2036,2017-04-24, ,SAJ/2017/2036,WS2337352,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,SOREL'S GARAGE INC,BROOKLYN,Connecticut,06234,DP-820 Yellow,[DP-820] All Purpose Ident Tag With Ring,2000.0,0.078,Unit(s),156.0, ,Net 30,UPS Ground,2017-04-24, ,159.0,
356000,48500,74.00,SAJ/2017/1956,2017-04-20, ,SAJ/2017/1956,WS2329121,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,AMAZON MEETING CENTER,SEATTLE,Washington,98121,DP-6060 Blue,[DP-6060] Fab Manicure Set,250.0,1.3566,Unit(s),339.15, ,Net 30,UPS Ground,2017-04-13, ,413.15,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Granite,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Orange ,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Blue,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Yellow ,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Neon Yellow ,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Hunter Green,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Neon Green,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Red,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 White ,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,27.00,SAJ/2017/1955,2017-04-20, ,SAJ/2017/1955,WS2331832,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,KLEIN KEY & SECURITY  INC,STERLING,Kansas,67579,DP-334 Neon Pink,[DP-334] Plastic Tuff Tag,50.0,0.2394,Unit(s),11.97, ,Net 30,UPS Ground,2017-04-19, ,146.7,
356000,48500,47.00,SAJ/2017/1866,2017-04-19, ,SAJ/2017/1866,WS2323117-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,LORD'S HARDWARE & FURNITURE,INDIANOLA,Nebraska,69034,DP-102 Black,[DP-102] #1 Tag,100.0,0.2508,Unit(s),25.08, ,Net 30,UPS Ground,2017-04-10, ,172.4,
356000,48500,47.00,SAJ/2017/1866,2017-04-19, ,SAJ/2017/1866,WS2323117-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,LORD'S HARDWARE & FURNITURE,INDIANOLA,Nebraska,69034,DP-102 Blue,[DP-102] #1 Tag,100.0,0.2508,Unit(s),25.08, ,Net 30,UPS Ground,2017-04-10, ,172.4,
356000,48500,47.00,SAJ/2017/1866,2017-04-19, ,SAJ/2017/1866,WS2323117-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,LORD'S HARDWARE & FURNITURE,INDIANOLA,Nebraska,69034,DP-102 Red ,[DP-102] #1 Tag,100.0,0.2508,Unit(s),25.08, ,Net 30,UPS Ground,2017-04-10, ,172.4,
356000,48500,47.00,SAJ/2017/1866,2017-04-19, ,SAJ/2017/1866,WS2323117-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,LORD'S HARDWARE & FURNITURE,INDIANOLA,Nebraska,69034,DP-102 Neon Green ,[DP-102] #1 Tag,100.0,0.2508,Unit(s),25.08, ,Net 30,UPS Ground,2017-04-10, ,172.4,
356000,48500,47.00,SAJ/2017/1866,2017-04-19, ,SAJ/2017/1866,WS2323117-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,LORD'S HARDWARE & FURNITURE,INDIANOLA,Nebraska,69034,DP-102 Neon Orange ,[DP-102] #1 Tag,100.0,0.2508,Unit(s),25.08, ,Net 30,UPS Ground,2017-04-10, ,172.4,
356000,48500,47.00,SAJ/2017/1724,2017-04-17, ,SAJ/2017/1724,WS2326835,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,TEXOR PETROLEUM CO,RIVERSIDE,Illinois,60546,DP-4550 White ,[DP-4550] SIMPLE BAND CELLPHONE HOLDER,702.0,0.7552,Unit(s),530.1504, ,Net 30,UPS Ground,2017-04-11, ,577.15,
356000,48500,0.00,SAJ/2017/1713,2017-04-17, ,SAJ/2017/1713,WS2315424,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,EMERALD EXPOSITIONS,ALPHARETTA,Georgia,30009,Q1000,[DP-9012] Canvas Shopping Tote Bag,1000.0,1.2,Unit(s),1200.0,PRICING AND NO SET UP CHARGE PER CARY TRACK# 1Z6044370307120297 20 CTNS  380 LBS SHPD 3/23,Net 30,UPS Ground,2017-03-28, ,1200.0,
356000,48500,22.20,SAJ/2017/1630,2017-04-13, ,SAJ/2017/1630,WS2304614-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,C/O FREEMAN - AWD,AUSTIN,Texas,78728,DP-919 Blue,[DP-919] Sanitizer With Carabiner,60.0,0.71,Unit(s),42.6,PART 2 OF 2,Net 30,UPS Ground,2017-03-16, ,64.8,
356000,48500,173.80,SAJ/2017/1629,2017-04-13, ,SAJ/2017/1629,WS2304614,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,FERN EXPO,KANSAS CITY,Missouri,64101,DP-919 Blue,[DP-919] Sanitizer With Carabiner,340.0,0.71,Unit(s),241.4,P[ART 1 OF 2,Net 30,UPS Ground,2017-03-15, ,415.2,
356000,48500,47.00,SAJ/2017/1596,2017-04-12, ,SAJ/2017/1596,WS2307570,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,RICHLAND PARISH ASSESSOR'S OFC,RAYVILLE,Louisiana,71269,DP-704 Blue,[DP-704] Bookmark Magnilens,300.0,0.486,Unit(s),145.8, ,Net 30,UPS Ground,2017-03-20, ,192.8,
356000,48500,27.00,SAJ/2017/1595,2017-04-12, ,SAJ/2017/1595,WS2318555-1,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,TOWNLINE EQUIPMENT SALES INC,PLAINFIELD,New Hampshire,03781,DP-334 Glow in the Dark,[DP-334] Plastic Tuff Tag,500.0,0.2394,Unit(s),119.7, ,Net 30,UPS Ground,2017-04-07, ,146.7,
356000,48500,30.00,SAJ/2017/1559,2017-04-12, ,SAJ/2017/1559,WS2326654,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,IVY TECH,GARY,Indiana,46409,DP-424 Green,[DP-424] Racer Pen,300.0,1.7955,Unit(s),538.65, ,Net 30,UPS Ground,2017-04-11, ,568.65,
356000,48500,47.00,SAJ/2017/1524,2017-04-11, ,SAJ/2017/1524,WS2320525,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,WESTERN RESERVE GROUP,WOOSTER,Ohio,44691-2335,DP-496 Blue,[DP-496] Round Tape Measure,500.0,0.5472,Unit(s),273.6, ,Net 30,UPS Ground,2017-04-04, ,320.6,
356000,48500,150.00,SAJ/2017/1523,2017-04-11, ,SAJ/2017/1523,WS2320919,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,EVANS BANK,HAMBURG ,New York,14075-3764,DP-520 Clear,[DP-520] 27Oz Cylinder Bottle,75.0,2.565,Unit(s),192.375, ,Net 30,UPS Ground,2017-04-06, ,342.38,
356000,48500,47.00,SAJ/2017/1454,2017-04-10, ,SAJ/2017/1454,WS2318928,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,CAMP RAINBOW,CHESTERFIELD,Missouri,63017,DP-129 Clear,[DP-129] Acrylic Rectangle Clear Key Tag (copy),500.0,0.496,Unit(s),248.0, ,Net 30,UPS Ground,2017-04-03, ,295.0,
356000,48500,47.00,SAJ/2017/1241,2017-03-31, ,SAJ/2017/1241,WS2314624,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,JESSE'S EMBERS LLC,DES MOINES,Iowa,50312,DP-552 White,[DP-552] New Wave Media Phone Stand,150.0,0.834,Unit(s),125.1, ,Net 30,UPS Ground,2017-03-28, ,172.1,
356000,48500,47.00,SAJ/2017/1181,2017-04-03, ,SAJ/2017/1181,WS2317376M2,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,MANHEIM UTAH,WOODS CROSS,Utah,84087-2226,DP-4550 Blue,[DP-4550] SIMPLE BAND CELLPHONE HOLDER,250.0,0.816,Unit(s),204.0, ,Net 30,UPS Ground,2017-03-30, ,251.0,
356000,48500,27.00,SAJ/2017/1180,2017-04-03, ,SAJ/2017/1180,WS2317177,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,SIERRA BLANCA MOTORS,RUIDOSO ,New Mexico,88345-6041,DP-334 Glow in the dark,[DP-334] Plastic Tuff Tag,1000.0,0.2394,Unit(s),239.4, ,Net 30,UPS Ground,2017-03-30, ,266.4,
356000,48500,47.00,SAJ/2017/1125,2017-03-30, ,SAJ/2017/1125,WS2314070M6,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,JOHNSON STORAGE AND MOVING,CENTENNIAL,Colorado,80112,DP-132 Blue,[DP-132] Office Mate Letter Opener & Staple Remover,300.0,0.59,Unit(s),177.0, ,Net 30,UPS Ground,2017-03-27, ,224.0,
356000,48500,47.00,SAJ/2017/1080,2017-03-29, ,SAJ/2017/1080,WS2310357,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,HABITAT FOR HUMANITY,BELLFLOWER,California,90706,DP-302 Translucent Green,[DP-302] Soft Vinyl House Tag,500.0,0.336,Unit(s),168.0, ,Net 30,UPS Ground,2017-03-21, ,383.0,
356000,48500,47.00,SAJ/2017/1080,2017-03-29, ,SAJ/2017/1080,WS2310357,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,HABITAT FOR HUMANITY,BELLFLOWER,California,90706,DP-302 Translucent Blue,[DP-302] Soft Vinyl House Tag,500.0,0.336,Unit(s),168.0, ,Net 30,UPS Ground,2017-03-21, ,383.0,
356000,48500,47.00,SAJ/2017/1041,2017-03-28, ,SAJ/2017/1041,WS2310955,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,VALLEY FARM EQUIPMENT INC.,SCIENCE HILL,Kentucky,42553,DP-334 C Red,[DP-334] Plastic Tuff Tag,500.0,0.252,Unit(s),126.0, ,Net 30,UPS Ground,2017-03-23, ,173.0,
356000,48500,27.00,SAJ/2017/1040,2017-03-28, ,SAJ/2017/1040,WS2311823,HALO BRANDED SOLUTIONS,PO BOX 657 1980 INDUSTRIAL DRIVE,STERLING,Illinois,61081, , , , , ,TEDFORD'S,IPSWICH,Massachusetts,01938,DP-334 Glow,[DP-334] Plastic Tuff Tag,1000.0,0.252,Unit(s),252.0, ,Net 30,UPS Ground,2017-03-23, ,279.0,
